# t	x_motor	v_motor	x_cargo	v_cargo	s	E_motor_kin	E_cargo_kin	E_pot_motor	E_spring	E_total
2.858	0.290428	1.80843	-0.159854	-0.135247	1	0.817605	0.0274378	1.25873	0.0613487	2.16512
2.859	0.292233	1.80844	-0.159989	-0.135221	1	0.817614	0.0274271	1.25234	0.0620301	2.15941
2.86	0.294043	1.81402	-0.160124	-0.135141	1	0.822671	0.0273946	1.24594	0.0627171	2.15872
2.861	0.295864	1.82451	-0.160257	-0.132946	1	0.832209	0.0265119	1.23952	0.0634109	2.16165
2.862	0.297691	1.83125	-0.160389	-0.131652	1	0.83837	0.0259982	1.2331	0.0641104	2.16157
2.863	0.299532	1.84459	-0.16052	-0.131612	1	0.850626	0.0259824	1.22664	0.0648186	2.16807
2.864	0.301377	1.8492	-0.160656	-0.135984	1	0.854885	0.0277376	1.22019	0.0655339	2.16834
2.865	0.303236	1.86325	-0.160792	-0.135997	1	0.867925	0.0277427	1.2137	0.0662583	2.17562
2.866	0.305104	1.87141	-0.160922	-0.130381	1	0.875547	0.0254987	1.2072	0.0669876	2.17523
2.867	0.306986	1.88554	-0.161053	-0.130895	1	0.888815	0.0257001	1.20067	0.0677263	2.18291
2.868	0.308874	1.89226	-0.161187	-0.134241	1	0.895161	0.0270311	1.19414	0.0684727	2.1848
2.869	0.310768	1.89798	-0.161323	-0.135882	1	0.900585	0.027696	1.1876	0.069226	2.18511
2.87	0.312674	1.90919	-0.161462	-0.138495	1	0.911254	0.0287713	1.18104	0.0699886	2.19106
2.871	0.314592	1.92263	-0.161601	-0.139359	1	0.92413	0.0291313	1.17446	0.0707607	2.19848
2.872	0.316515	1.92648	-0.161739	-0.138382	1	0.927827	0.0287245	1.16788	0.0715382	2.19597
2.873	0.318432	1.92092	-0.161878	-0.139099	1	0.922484	0.029023	1.16134	0.072318	2.18516
2.874	0.320356	1.92718	-0.162018	-0.139395	1	0.928508	0.0291465	1.15479	0.0731046	2.18555
2.875	0.322282	1.93007	-0.162159	-0.142029	1	0.931291	0.0302582	1.14825	0.0738976	2.1837
2.876	0.324215	1.93714	-0.162301	-0.141926	1	0.938132	0.0302147	1.14171	0.0746976	2.18476
2.877	0.326151	1.93894	-0.162442	-0.140763	1	0.939868	0.0297214	1.13518	0.0755021	2.18027
2.878	0.328089	1.94205	-0.162581	-0.139193	1	0.942886	0.0290622	1.12866	0.0763115	2.17692
2.879	0.330036	1.95064	-0.16272	-0.138541	1	0.951252	0.0287906	1.12213	0.0771284	2.1793
2.88	0.331987	1.95472	-0.162859	-0.139721	1	0.955234	0.0292829	1.1156	0.0779517	2.17807
2.881	0.333941	1.95819	-0.162998	-0.139268	1	0.958624	0.0290934	1.10909	0.0787806	2.17558
2.882	0.335897	1.95919	-0.163134	-0.135219	1	0.959604	0.0274264	1.10258	0.0796126	2.16923
2.883	0.337865	1.97241	-0.163269	-0.135686	1	0.972604	0.027616	1.09606	0.0804545	2.17673
2.884	0.339834	1.97222	-0.163406	-0.136495	1	0.972411	0.0279465	1.08955	0.0813011	2.17121
2.885	0.341815	1.98445	-0.163543	-0.137172	1	0.984512	0.0282242	1.08302	0.0821573	2.17791
2.886	0.343807	1.99619	-0.163681	-0.137876	1	0.99619	0.0285149	1.07647	0.0830231	2.1842
2.887	0.345806	2.00227	-0.163816	-0.13594	1	1.00227	0.0277193	1.06993	0.0838952	2.18381
2.888	0.347811	2.00886	-0.163953	-0.136682	1	1.00888	0.0280228	1.06338	0.0847748	2.18505
2.889	0.349835	2.02773	-0.164091	-0.137837	1	1.02792	0.0284987	1.05679	0.0856673	2.19887
2.89	0.351863	2.03218	-0.164229	-0.13842	1	1.03244	0.0287401	1.0502	0.0865666	2.19795
2.891	0.353902	2.04248	-0.164369	-0.140174	1	1.04294	0.0294733	1.04361	0.0874756	2.20349
2.892	0.355947	2.04858	-0.164512	-0.142351	1	1.04917	0.0303958	1.03701	0.0883928	2.20497
2.893	0.357988	2.04438	-0.164653	-0.141911	1	1.04487	0.0302082	1.03045	0.0893129	2.19484
2.894	0.360032	2.04744	-0.164793	-0.139617	1	1.048	0.0292395	1.0239	0.0902381	2.19138
2.895	0.362082	2.054	-0.164933	-0.139872	1	1.05473	0.0293462	1.01735	0.0911709	2.19259
2.896	0.36415	2.07108	-0.165072	-0.138837	1	1.07235	0.0289137	1.01076	0.0921154	2.20414
2.897	0.366229	2.0828	-0.165213	-0.141331	1	1.08451	0.0299615	1.00416	0.093071	2.21171
2.898	0.368321	2.09581	-0.165353	-0.140752	1	1.0981	0.0297169	0.997546	0.0940368	2.2194
2.899	0.370425	2.10704	-0.165493	-0.139952	1	1.10991	0.0293797	0.990913	0.0950122	2.22521
2.9	0.372538	2.11748	-0.165635	-0.142069	1	1.12093	0.0302754	0.98427	0.0959981	2.23147
2.901	0.374657	2.12219	-0.16578	-0.144907	1	1.12592	0.0314971	0.977634	0.0969925	2.23205
2.902	0.376784	2.13004	-0.165925	-0.144576	1	1.13427	0.0313533	0.970997	0.0979953	2.23461
2.903	0.378915	2.13498	-0.16607	-0.14556	1	1.13954	0.0317817	0.964366	0.0990059	2.23469
2.904	0.381049	2.13794	-0.166218	-0.14758	1	1.1427	0.0326698	0.95775	0.100024	2.23314
2.905	0.383198	2.15172	-0.166365	-0.14756	1	1.15747	0.0326609	0.951113	0.101053	2.2423
2.906	0.385355	2.16082	-0.166514	-0.149143	1	1.16729	0.0333656	0.944472	0.102093	2.24722
2.907	0.387513	2.16193	-0.166666	-0.152299	1	1.16849	0.0347924	0.93785	0.10314	2.24427
2.908	0.389675	2.16565	-0.166819	-0.152589	1	1.17251	0.034925	0.93124	0.104194	2.24287
2.909	0.391848	2.17562	-0.166972	-0.153507	1	1.18333	0.0353466	0.924624	0.105258	2.24856
2.91	0.394025	2.18047	-0.167124	-0.15191	1	1.18861	0.0346149	0.918016	0.106329	2.24757
2.911	0.396206	2.18496	-0.167276	-0.151942	1	1.19352	0.0346296	0.911418	0.107408	2.24697
2.912	0.398391	2.18836	-0.167426	-0.150308	1	1.19723	0.0338886	0.904834	0.108493	2.24444
2.913	0.400586	2.1982	-0.167577	-0.151166	1	1.20802	0.0342769	0.898244	0.109588	2.25013
2.914	0.402784	2.20141	-0.167728	-0.150419	1	1.21155	0.0339387	0.891669	0.11069	2.24785
2.915	0.404995	2.21441	-0.167879	-0.151356	1	1.2259	0.0343628	0.885079	0.111805	2.25715
2.916	0.407205	2.21407	-0.168029	-0.150074	1	1.22553	0.0337831	0.878514	0.112924	2.25075
2.917	0.409418	2.21616	-0.168181	-0.151639	1	1.22784	0.0344916	0.871968	0.11405	2.24835
2.918	0.411638	2.22339	-0.168334	-0.153745	1	1.23587	0.0354564	0.865425	0.115187	2.25194
2.919	0.413862	2.22766	-0.168488	-0.153777	1	1.24062	0.0354712	0.858894	0.116331	2.25132
2.92	0.416099	2.24047	-0.168642	-0.153961	1	1.25493	0.0355561	0.85235	0.117487	2.26032
2.921	0.418335	2.23969	-0.168795	-0.152925	1	1.25405	0.0350793	0.845834	0.118648	2.25362
2.922	0.420573	2.24118	-0.168948	-0.153314	1	1.25572	0.0352577	0.839338	0.119815	2.25013
2.923	0.422816	2.24621	-0.169103	-0.15532	1	1.26137	0.0361864	0.832853	0.120992	2.2514
2.924	0.425059	2.24602	-0.169258	-0.155276	1	1.26116	0.0361659	0.826394	0.122175	2.24589
2.925	0.427308	2.25271	-0.169413	-0.154684	1	1.26867	0.0358905	0.81994	0.123366	2.24787
2.926	0.429563	2.25851	-0.169568	-0.155125	1	1.27522	0.0360956	0.813495	0.124566	2.24937
2.927	0.431823	2.26304	-0.169723	-0.154804	1	1.28034	0.0359466	0.807063	0.125774	2.24912
2.928	0.43409	2.27026	-0.169877	-0.153987	1	1.28853	0.035568	0.800636	0.126991	2.25172
2.929	0.436372	2.28564	-0.170031	-0.154002	1	1.30604	0.0355748	0.794191	0.128222	2.26403
2.93	0.438658	2.28923	-0.170186	-0.155503	1	1.31014	0.0362717	0.787762	0.129461	2.26364
2.931	0.440946	2.29124	-0.170339	-0.153203	1	1.31245	0.0352066	0.781353	0.130706	2.25972
2.932	0.443234	2.29123	-0.170491	-0.151528	1	1.31244	0.0344411	0.774971	0.131956	2.25381
2.933	0.445524	2.29329	-0.170641	-0.150977	1	1.3148	0.034191	0.768609	0.133213	2.25081
2.934	0.447822	2.30161	-0.170792	-0.150257	1	1.32435	0.0338656	0.76225	0.13448	2.25494
2.935	0.45012	2.30112	-0.170943	-0.151172	1	1.32379	0.0342793	0.75592	0.135753	2.24974
2.936	0.452422	2.30459	-0.171095	-0.15195	1	1.32778	0.0346333	0.749606	0.137035	2.24906
2.937	0.45472	2.30176	-0.171248	-0.153372	1	1.32452	0.0352843	0.743326	0.138321	2.24146
2.938	0.457022	2.30492	-0.1714	-0.152025	1	1.32816	0.0346673	0.737064	0.139615	2.23951
2.939	0.459326	2.30754	-0.171555	-0.155422	1	1.33119	0.0362342	0.730821	0.140917	2.23916
2.94	0.461634	2.31116	-0.171712	-0.15745	1	1.33536	0.0371859	0.724595	0.142229	2.23937
2.941	0.463952	2.32096	-0.171871	-0.158877	1	1.34671	0.0378631	0.71837	0.143553	2.2465
2.942	0.466273	2.32491	-0.172029	-0.158128	1	1.3513	0.0375066	0.71216	0.144885	2.24585
2.943	0.468592	2.32155	-0.172187	-0.157482	1	1.3474	0.037201	0.705987	0.146221	2.23681
2.944	0.470918	2.32931	-0.172344	-0.157693	1	1.35642	0.0373005	0.69982	0.147567	2.24111
2.945	0.473253	2.33872	-0.172501	-0.156419	1	1.36741	0.0367003	0.693655	0.148924	2.24669
2.946	0.475586	2.33529	-0.172659	-0.158885	1	1.3634	0.0378667	0.687526	0.150286	2.23907
2.947	0.477922	2.33996	-0.17282	-0.161147	1	1.36885	0.0389526	0.681413	0.151659	2.24087
2.948	0.480267	2.34822	-0.172979	-0.158227	1	1.37853	0.0375535	0.675305	0.153041	2.24443
2.949	0.482619	2.35444	-0.173138	-0.159275	1	1.38584	0.038053	0.669209	0.154433	2.24754
2.95	0.484971	2.35518	-0.173298	-0.160516	1	1.38671	0.0386481	0.663138	0.155832	2.24433
2.951	0.487329	2.36099	-0.173461	-0.162941	1	1.39357	0.0398245	0.65708	0.157242	2.24772
2.952	0.489686	2.36064	-0.173624	-0.163333	1	1.39316	0.0400163	0.651051	0.158659	2.24288
2.953	0.49205	2.36751	-0.173788	-0.163766	1	1.40127	0.0402289	0.645032	0.160087	2.24662
2.954	0.494423	2.37543	-0.173952	-0.164511	1	1.41066	0.0405957	0.639021	0.161525	2.2518
2.955	0.496803	2.38286	-0.174118	-0.165807	1	1.4195	0.0412378	0.633019	0.162975	2.25673
2.956	0.499188	2.38878	-0.174283	-0.164999	1	1.42656	0.040837	0.627031	0.164435	2.25887
2.957	0.501577	2.39134	-0.174447	-0.164056	1	1.42963	0.0403714	0.621065	0.165902	2.25696
2.958	0.503973	2.3999	-0.17461	-0.163293	1	1.43988	0.039997	0.615106	0.167379	2.26237
2.959	0.506376	2.40554	-0.174772	-0.162471	1	1.44665	0.0395951	0.609162	0.168867	2.26428
2.96	0.508785	2.41234	-0.174937	-0.164369	1	1.45485	0.0405256	0.60323	0.170366	2.26897
2.961	0.511195	2.41307	-0.175098	-0.161442	1	1.45572	0.0390951	0.597325	0.17187	2.26401
2.962	0.513606	2.4137	-0.175263	-0.165488	1	1.45649	0.0410792	0.591448	0.173384	2.2624
2.963	0.516019	2.41587	-0.175425	-0.16202	1	1.45911	0.0393759	0.585595	0.174903	2.25898
2.964	0.518433	2.41765	-0.175588	-0.162832	1	1.46126	0.0397713	0.579766	0.176431	2.25722
2.965	0.520859	2.42853	-0.175749	-0.16077	1	1.47443	0.0387706	0.57394	0.17797	2.26511
2.966	0.523297	2.44083	-0.175913	-0.164045	1	1.48941	0.0403664	0.568115	0.179526	2.27742
2.967	0.525744	2.45038	-0.176078	-0.165048	1	1.50109	0.0408614	0.562296	0.181095	2.28535
2.968	0.528197	2.45552	-0.176245	-0.167868	1	1.50739	0.0422696	0.556496	0.182675	2.28883
2.969	0.530658	2.46442	-0.176417	-0.171574	1	1.51834	0.0441563	0.550704	0.18427	2.29747
2.97	0.533124	2.46831	-0.176589	-0.171884	1	1.52313	0.044316	0.544934	0.185875	2.29826
2.971	0.535592	2.47163	-0.176758	-0.168993	1	1.52724	0.0428379	0.539186	0.187486	2.29675
2.972	0.538058	2.4682	-0.176927	-0.169928	1	1.523	0.0433133	0.533477	0.189103	2.28889
2.973	0.540526	2.47157	-0.177098	-0.170787	1	1.52716	0.0437522	0.52779	0.19073	2.28943
2.974	0.542997	2.4732	-0.177271	-0.173176	1	1.52918	0.044985	0.52213	0.192366	2.28866
2.975	0.545467	2.47291	-0.177445	-0.173513	1	1.52882	0.0451604	0.516502	0.194009	2.28449
2.976	0.547936	2.4727	-0.177616	-0.171724	1	1.52857	0.0442338	0.510904	0.195658	2.27936
2.977	0.550416	2.48253	-0.177788	-0.171471	1	1.54074	0.0441033	0.505314	0.19732	2.28748
2.978	0.552899	2.48555	-0.177959	-0.171421	1	1.54449	0.0440777	0.499749	0.198991	2.2873
2.979	0.555382	2.48628	-0.178124	-0.16563	1	1.54539	0.0411501	0.494213	0.200665	2.28142
2.98	0.557873	2.49363	-0.178288	-0.163641	1	1.55455	0.0401677	0.488691	0.20235	2.28576
2.981	0.560365	2.49471	-0.17845	-0.16237	1	1.55589	0.0395459	0.483198	0.204042	2.28268
2.982	0.562857	2.49475	-0.17861	-0.160019	1	1.55595	0.0384089	0.477736	0.20574	2.27783
2.983	0.565354	2.49987	-0.17877	-0.160377	1	1.56234	0.0385814	0.472293	0.207448	2.28066
2.984	0.567854	2.50274	-0.17893	-0.159291	1	1.56593	0.0380606	0.466876	0.209164	2.28003
2.985	0.570353	2.50222	-0.179089	-0.159385	1	1.56528	0.0381052	0.461491	0.210887	2.27576
2.986	0.572854	2.50416	-0.179251	-0.162602	1	1.5677	0.0396593	0.456133	0.212621	2.27612
2.987	0.575363	2.51084	-0.179412	-0.160905	1	1.57608	0.0388354	0.450792	0.214365	2.28008
2.988	0.577874	2.51409	-0.179572	-0.159739	1	1.58017	0.0382748	0.445476	0.216117	2.28004
2.989	0.580394	2.52331	-0.179733	-0.161325	1	1.59178	0.0390387	0.440172	0.217884	2.28887
2.99	0.582919	2.52702	-0.179895	-0.162589	1	1.59645	0.0396528	0.434892	0.219661	2.29066
2.991	0.585455	2.53909	-0.18006	-0.164506	1	1.61175	0.0405932	0.429619	0.221455	2.30342
2.992	0.588004	2.55147	-0.180223	-0.163334	1	1.6275	0.0400172	0.424352	0.223264	2.31513
2.993	0.590558	2.55733	-0.180388	-0.164934	1	1.63498	0.040805	0.419106	0.225084	2.31998
2.994	0.593113	2.55733	-0.180553	-0.165536	1	1.63498	0.041103	0.413893	0.226913	2.31689
2.995	0.595673	2.56273	-0.180719	-0.1656	1	1.6419	0.041135	0.408701	0.228753	2.32048
2.996	0.598244	2.57384	-0.180888	-0.168858	1	1.65616	0.0427696	0.403519	0.23061	2.33306
2.997	0.600822	2.58	-0.181057	-0.16992	1	1.6641	0.0433093	0.398359	0.232479	2.33824
2.998	0.6034	2.58135	-0.181227	-0.170047	1	1.66584	0.0433742	0.393229	0.234357	2.3368
2.999	0.60599	2.59199	-0.181399	-0.171353	1	1.67961	0.044043	0.388111	0.236251	2.34801
3	0.608585	2.59775	-0.18157	-0.171144	1	1.68708	0.0439354	0.383015	0.238156	2.35218
3.001	0.611182	2.59955	-0.18174	-0.170932	0	1.68941	0.0438264	0.933857	0.24007	2.90717
3.002	0.613779	2.59544	-0.181915	-0.174836	0	1.68408	0.0458514	0.941813	0.241995	2.91374
3.003	0.616368	2.58622	-0.182091	-0.175738	0	1.67214	0.0463259	0.949774	0.243922	2.91216
3.004	0.618953	2.58258	-0.182267	-0.176072	0	1.66743	0.0465021	0.957757	0.245855	2.91754
3.005	0.621527	2.57199	-0.182444	-0.177202	0	1.65378	0.0471009	0.965741	0.247788	2.91441
3.006	0.624092	2.56178	-0.182623	-0.179559	0	1.64068	0.0483621	0.973726	0.249723	2.91249
3.007	0.626648	2.55453	-0.182801	-0.177637	0	1.63141	0.0473325	0.981721	0.251659	2.91212
3.008	0.629197	2.54559	-0.182981	-0.180243	0	1.62001	0.048731	0.989721	0.253598	2.91206
3.009	0.631736	2.53713	-0.183163	-0.182555	0	1.60926	0.0499896	0.997726	0.255541	2.91252
3.01	0.634271	2.53292	-0.183345	-0.182286	0	1.60392	0.0498423	1.00575	0.257487	2.917
3.011	0.636801	2.527	-0.183528	-0.183048	0	1.59644	0.0502598	1.01379	0.259437	2.91992
3.012	0.63932	2.51615	-0.183713	-0.18485	0	1.58275	0.0512542	1.02182	0.261388	2.91721
3.013	0.641829	2.50698	-0.183899	-0.185932	0	1.57123	0.0518562	1.02986	0.263341	2.91629
3.014	0.64433	2.49868	-0.184087	-0.18816	0	1.56084	0.0531062	1.0379	0.265296	2.91715
3.015	0.646829	2.49653	-0.184274	-0.186706	0	1.55817	0.0522888	1.04597	0.267256	2.92369
3.016	0.649316	2.4846	-0.18446	-0.186263	0	1.54331	0.0520407	1.05403	0.269214	2.9186
3.017	0.651794	2.47522	-0.184646	-0.186232	0	1.53168	0.0520235	1.06209	0.271172	2.91696
3.018	0.65426	2.46314	-0.184832	-0.186544	0	1.51677	0.0521982	1.07014	0.273128	2.91223
3.019	0.656714	2.4522	-0.185019	-0.186638	0	1.50332	0.0522505	1.07818	0.275084	2.90884
3.02	0.659162	2.44492	-0.185207	-0.188574	0	1.49441	0.0533402	1.08624	0.277043	2.91103
3.021	0.661607	2.44265	-0.185398	-0.190774	0	1.49164	0.0545922	1.09431	0.279008	2.91955
3.022	0.664044	2.43434	-0.185589	-0.191594	0	1.4815	0.0550626	1.10239	0.280975	2.91992
3.023	0.666476	2.42891	-0.185782	-0.193264	0	1.4749	0.0560262	1.11047	0.282946	2.92435
3.024	0.668908	2.42974	-0.185975	-0.192293	0	1.47591	0.055465	1.11859	0.284924	2.93489
3.025	0.671336	2.42533	-0.186167	-0.192355	0	1.47056	0.0555008	1.12673	0.286905	2.93969
3.026	0.673756	2.41731	-0.186361	-0.194205	0	1.46085	0.0565736	1.13487	0.288889	2.94118
3.027	0.676167	2.4083	-0.186557	-0.19616	0	1.44997	0.0577182	1.143	0.290874	2.94157
3.028	0.678567	2.39783	-0.186754	-0.197497	0	1.4374	0.0585075	1.15113	0.292858	2.9399
3.029	0.680963	2.39371	-0.18695	-0.195569	0	1.43246	0.0573707	1.15928	0.294845	2.94396
3.03	0.68336	2.39379	-0.187142	-0.192647	0	1.43256	0.0556692	1.16745	0.296837	2.95251
3.031	0.685748	2.38586	-0.187333	-0.190609	0	1.42308	0.0544978	1.17563	0.298827	2.95203
3.032	0.688132	2.38108	-0.187525	-0.192373	0	1.41739	0.055511	1.18381	0.300822	2.95754
3.033	0.690507	2.37179	-0.187715	-0.190339	0	1.40634	0.0543433	1.192	0.302815	2.9555
3.034	0.692876	2.36699	-0.187904	-0.188855	0	1.40066	0.0534991	1.20019	0.304809	2.95916
3.035	0.695241	2.36157	-0.188094	-0.18993	0	1.39425	0.0541104	1.2084	0.306806	2.96356
3.036	0.697601	2.35726	-0.188284	-0.190726	0	1.38916	0.0545648	1.21662	0.308808	2.96915
3.037	0.699959	2.35588	-0.188476	-0.191911	0	1.38754	0.0552447	1.22486	0.310815	2.97846
3.038	0.702306	2.34461	-0.18867	-0.194184	0	1.3743	0.0565614	1.23309	0.312822	2.97677
3.039	0.704643	2.33334	-0.188867	-0.196625	0	1.36112	0.0579919	1.2413	0.314828	2.97525
3.04	0.706971	2.32547	-0.189065	-0.198419	0	1.35195	0.0590553	1.24952	0.316836	2.97736
3.041	0.709294	2.32019	-0.189265	-0.199756	0	1.34583	0.0598539	1.25774	0.318848	2.98227
3.042	0.711602	2.30551	-0.189466	-0.201252	0	1.32885	0.0607533	1.26594	0.320855	2.9764
3.043	0.71391	2.30495	-0.189666	-0.200913	0	1.3282	0.0605491	1.27417	0.322867	2.98578
3.044	0.716209	2.2968	-0.189871	-0.205128	0	1.31882	0.0631164	1.28239	0.324883	2.98921
3.045	0.718503	2.29129	-0.190078	-0.206917	0	1.31251	0.064222	1.29062	0.326902	2.99425
3.046	0.72079	2.28431	-0.190284	-0.206057	0	1.30452	0.0636893	1.29885	0.328921	2.99598
3.047	0.723075	2.28213	-0.190484	-0.199925	0	1.30203	0.0599551	1.30709	0.330939	3.00002
3.048	0.725364	2.28563	-0.190681	-0.197579	0	1.30603	0.0585559	1.31538	0.332965	3.01293
3.049	0.72765	2.28357	-0.190879	-0.19812	0	1.30368	0.0588776	1.32369	0.334995	3.02124
3.05	0.729936	2.28281	-0.19108	-0.201194	0	1.30281	0.0607183	1.33202	0.337034	3.03258
3.051	0.732218	2.27965	-0.191284	-0.20377	0	1.2992	0.0622832	1.34036	0.339078	3.04092
3.052	0.734494	2.27266	-0.191485	-0.201172	0	1.29125	0.0607054	1.3487	0.341121	3.04178
3.053	0.736769	2.27216	-0.191685	-0.199654	0	1.29067	0.0597927	1.35707	0.343168	3.05071
3.054	0.739033	2.26174	-0.191884	-0.199806	0	1.27887	0.0598839	1.36543	0.345212	3.04939
3.055	0.741288	2.25175	-0.192083	-0.198963	0	1.26759	0.0593795	1.37377	0.347254	3.048
3.056	0.743529	2.23846	-0.192281	-0.198224	0	1.25268	0.0589391	1.38209	0.34929	3.043
3.057	0.745769	2.23695	-0.19248	-0.199117	0	1.25099	0.0594715	1.39043	0.351331	3.05222
3.058	0.748003	2.23039	-0.192679	-0.198628	0	1.24366	0.0591798	1.39877	0.353372	3.05498
3.059	0.750231	2.22509	-0.19288	-0.201014	0	1.23776	0.0606102	1.40711	0.355417	3.0609
3.06	0.752456	2.22246	-0.193083	-0.203495	0	1.23483	0.0621154	1.41547	0.357468	3.06989
3.061	0.75468	2.22148	-0.193285	-0.20237	0	1.23374	0.0614306	1.42386	0.359523	3.07855
3.062	0.756896	2.21275	-0.193485	-0.200184	0	1.22407	0.0601105	1.43223	0.361574	3.07798
3.063	0.759105	2.20648	-0.193685	-0.200365	0	1.21713	0.0602191	1.4406	0.363626	3.08158
3.064	0.761313	2.20508	-0.193885	-0.200109	0	1.21559	0.0600653	1.449	0.365682	3.09033
3.065	0.763508	2.19134	-0.194086	-0.201143	0	1.20049	0.0606875	1.45736	0.367734	3.08627
3.066	0.765689	2.17798	-0.194286	-0.200266	0	1.1859	0.06016	1.4657	0.369779	3.08154
3.067	0.767872	2.18006	-0.194486	-0.199321	0	1.18817	0.0595935	1.47407	0.37183	3.09366
3.068	0.770056	2.18117	-0.194684	-0.198382	0	1.18938	0.0590334	1.48247	0.373887	3.10476
3.069	0.772229	2.17045	-0.194883	-0.198802	0	1.17771	0.0592831	1.49085	0.375942	3.10378
3.07	0.77439	2.15742	-0.19508	-0.197407	0	1.16361	0.0584541	1.4992	0.377989	3.09925
3.071	0.776541	2.14863	-0.195281	-0.200823	0	1.15415	0.0604951	1.50754	0.380037	3.10222
3.072	0.778679	2.13506	-0.195482	-0.20182	0	1.13962	0.0610968	1.51585	0.382079	3.09865
3.073	0.780817	2.13425	-0.195685	-0.202793	0	1.13875	0.0616872	1.52419	0.384127	3.10875
3.074	0.782953	2.13303	-0.195886	-0.201366	0	1.13746	0.0608227	1.53254	0.386179	3.117
3.075	0.785091	2.13496	-0.196091	-0.204754	0	1.13952	0.0628865	1.54092	0.38824	3.13156
3.076	0.787217	2.12337	-0.196292	-0.20179	0	1.12717	0.0610787	1.54928	0.390295	3.12782
3.077	0.789335	2.11437	-0.196494	-0.201745	0	1.11764	0.0610513	1.55762	0.392346	3.12866
3.078	0.791452	2.11463	-0.196694	-0.200726	0	1.11791	0.0604364	1.56599	0.394402	3.13875
3.079	0.793573	2.11746	-0.196894	-0.199799	0	1.12091	0.0598797	1.57439	0.396466	3.15165
3.08	0.79568	2.10365	-0.197095	-0.201433	0	1.10634	0.0608627	1.58277	0.398524	3.14849
3.081	0.797786	2.10338	-0.197298	-0.203055	0	1.10605	0.0618469	1.59116	0.400588	3.15964
3.082	0.799888	2.09872	-0.197507	-0.208364	0	1.10115	0.0651232	1.59955	0.402658	3.16849
3.083	0.801975	2.0842	-0.197716	-0.209501	0	1.08597	0.0658362	1.60791	0.404722	3.16444
3.084	0.80406	2.0821	-0.197925	-0.208981	0	1.08378	0.0655098	1.61628	0.406789	3.17236
3.085	0.806133	2.06933	-0.198132	-0.207157	0	1.07054	0.0643713	1.62463	0.408847	3.16838
3.086	0.808203	2.0666	-0.198341	-0.209271	0	1.06771	0.0656914	1.63298	0.410911	3.17729
3.087	0.810266	2.06044	-0.198551	-0.210385	0	1.06135	0.0663925	1.64133	0.412974	3.18205
3.088	0.812322	2.05216	-0.198761	-0.209762	0	1.05284	0.066	1.64967	0.415035	3.18354
3.089	0.814372	2.04747	-0.198973	-0.212501	0	1.04804	0.0677352	1.65801	0.4171	3.19088
3.09	0.816411	2.03607	-0.199184	-0.21151	0	1.0364	0.067105	1.66632	0.419158	3.18898
3.091	0.818439	2.02403	-0.199399	-0.214549	0	1.02417	0.069047	1.6746	0.421213	3.18904
3.092	0.820465	2.02356	-0.199613	-0.214381	0	1.0237	0.068939	1.68291	0.423272	3.19882
3.093	0.822487	2.01825	-0.199829	-0.216467	0	1.01833	0.0702868	1.69121	0.425334	3.20516
3.094	0.824507	2.0172	-0.200044	-0.215252	0	1.01728	0.0695003	1.69953	0.427398	3.2137
3.095	0.82652	2.01003	-0.200262	-0.217259	0	1.01006	0.0708023	1.70784	0.429462	3.21816
3.096	0.828526	2.00221	-0.200477	-0.215583	0	1.00221	0.069714	1.71614	0.431523	3.21958
3.097	0.830527	1.99785	-0.200696	-0.218829	0	0.997851	0.0718289	1.72444	0.433588	3.2277
3.098	0.832526	1.99558	-0.200914	-0.218884	0	0.995582	0.0718653	1.73275	0.435655	3.23585
3.099	0.83452	1.99059	-0.201132	-0.21822	0	0.990614	0.07143	1.74106	0.437722	3.24082
3.1	0.836508	1.98478	-0.201351	-0.218566	0	0.984839	0.0716569	1.74936	0.439789	3.24565
3.101	0.83849	1.97966	-0.201572	-0.221039	0	0.979762	0.0732871	1.75767	0.441858	3.25257
3.102	0.840468	1.97472	-0.201795	-0.223476	0	0.97488	0.0749126	1.76597	0.44393	3.25969
3.103	0.84244	1.9678	-0.20202	-0.224748	0	0.968061	0.0757677	1.77426	0.446002	3.26409
3.104	0.844403	1.96006	-0.202246	-0.226335	0	0.960457	0.0768411	1.78254	0.448072	3.26791
3.105	0.846344	1.93776	-0.202472	-0.226582	0	0.938727	0.0770092	1.79075	0.450126	3.25661
3.106	0.848283	1.9353	-0.202701	-0.228567	0	0.936348	0.0783644	1.79896	0.452184	3.26586
3.107	0.850215	1.9291	-0.202928	-0.228005	0	0.930353	0.0779792	1.80716	0.454241	3.26974
3.108	0.852138	1.91935	-0.203156	-0.22777	0	0.92098	0.077819	1.81535	0.456293	3.27044
3.109	0.854061	1.92	-0.203382	-0.226291	0	0.921602	0.0768115	1.82355	0.458349	3.28031
3.11	0.855969	1.90523	-0.203609	-0.227371	0	0.907475	0.0775466	1.83171	0.460396	3.27713
3.111	0.857869	1.89593	-0.203837	-0.228178	0	0.898635	0.0780981	1.83985	0.462439	3.27902
3.112	0.85976	1.88839	-0.204068	-0.230366	0	0.8915	0.0796026	1.84797	0.464482	3.28355
3.113	0.86165	1.88585	-0.204296	-0.228295	0	0.889107	0.0781777	1.8561	0.466525	3.28991
3.114	0.863535	1.88238	-0.204525	-0.229225	0	0.885836	0.0788164	1.86423	0.46857	3.29746
3.115	0.865408	1.86904	-0.204756	-0.231151	0	0.873332	0.0801459	1.87233	0.470609	3.29641
