# t	x_motor	v_motor	x_cargo	v_cargo	s	E_motor_kin	E_cargo_kin	E_pot_motor	E_spring	E_total
1.077	1.11071	2.35064	0.124231	0.010064	0	1.38138	0.000151926	3.08421	0.392925	4.85866
1.078	1.11307	2.34958	0.12424	0.00941869	0	1.38013	0.000133067	3.09729	0.395006	4.87256
1.079	1.11542	2.3448	0.12425	0.00966635	0	1.37452	0.000140157	3.11038	0.397088	4.88213
1.08	1.11775	2.33405	0.124261	0.0102029	0	1.36194	0.000156148	3.12344	0.399166	4.8847
1.081	1.12008	2.32374	0.124269	0.00806478	0	1.34994	9.7561e-05	3.13647	0.401242	4.88775
1.082	1.1224	2.31067	0.124277	0.00788914	0	1.3348	9.33577e-05	3.14945	0.403312	4.88765
1.083	1.1247	2.2993	0.124283	0.00640994	0	1.32169	6.16309e-05	3.16239	0.405378	4.88952
1.084	1.127	2.28851	0.124291	0.00778933	0	1.30932	9.10104e-05	3.1753	0.407438	4.89215
1.085	1.12928	2.27974	0.124296	0.00490853	0	1.2993	3.61405e-05	3.18819	0.409498	4.89702
1.086	1.13156	2.27239	0.124299	0.0024112	0	1.29094	8.72086e-06	3.20106	0.411559	4.90357
1.087	1.13383	2.26362	0.1243	0.00124435	0	1.28099	2.3226e-06	3.2139	0.413619	4.90851
1.088	1.13608	2.24949	0.124301	0.000621249	0	1.26505	5.78926e-07	3.2267	0.415671	4.90742
1.089	1.13832	2.23351	0.124302	0.000570871	0	1.24714	4.88841e-07	3.23942	0.417713	4.90428
1.09	1.14054	2.21987	0.124304	0.00212661	0	1.23196	6.78374e-06	3.2521	0.419747	4.90381
1.091	1.14275	2.20476	0.124308	0.00349481	0	1.21524	1.83206e-05	3.26471	0.421771	4.90174
1.092	1.14496	2.20098	0.124309	0.00124432	0	1.21108	2.3225e-06	3.27733	0.423798	4.91221
1.093	1.14715	2.19042	0.124311	0.00213689	0	1.19948	6.84943e-06	3.2899	0.425819	4.91521
1.094	1.14933	2.17264	0.124314	0.00219496	0	1.18009	7.22675e-06	3.30241	0.427829	4.91034
1.095	1.15149	2.15179	0.124317	0.0033121	0	1.15755	1.6455e-05	3.31481	0.429823	4.9022
1.096	1.15363	2.14085	0.124325	0.00719705	0	1.14581	7.76964e-05	3.32718	0.431808	4.90487
1.097	1.15577	2.12682	0.124332	0.00774215	0	1.13085	8.99112e-05	3.33948	0.433783	4.9042
1.098	1.15789	2.12159	0.12434	0.00726702	0	1.12528	7.92145e-05	3.35178	0.435759	4.9129
1.099	1.16001	2.11241	0.124348	0.00775319	0	1.11557	9.0168e-05	3.36405	0.437731	4.91744
1.1	1.16211	2.09694	0.124358	0.00965265	0	1.09929	0.000139761	3.37625	0.43969	4.91537
1.101	1.1642	2.08759	0.124368	0.010425	0	1.08951	0.000163022	3.38842	0.441645	4.91974
1.102	1.16629	2.07757	0.124377	0.00846278	0	1.07907	0.000107428	3.40056	0.443596	4.92333
1.103	1.16836	2.06695	0.124386	0.00899213	0	1.06807	0.000121288	3.41265	0.445541	4.92638
1.104	1.17042	2.05744	0.124397	0.0110428	0	1.05826	0.000182914	3.42471	0.447479	4.93063
1.105	1.17246	2.03878	0.124411	0.0132763	0	1.03915	0.00026439	3.43668	0.449402	4.9255
1.106	1.17449	2.02288	0.124423	0.0123648	0	1.02301	0.000229333	3.44857	0.451315	4.92313
1.107	1.17651	2.01347	0.124436	0.0127029	0	1.01351	0.000242046	3.46044	0.453222	4.92741
1.108	1.17852	2.00702	0.12445	0.013773	0	1.00703	0.000284543	3.47228	0.455127	4.93472
1.109	1.18052	1.99637	0.124461	0.0105318	0	0.996377	0.000166377	3.48409	0.457028	4.93766
1.11	1.18251	1.9857	0.124474	0.0128813	0	0.985756	0.000248892	3.49585	0.45892	4.94077
1.111	1.18449	1.96867	0.124487	0.013331	0	0.968916	0.000266574	3.50753	0.4608	4.93751
1.112	1.18645	1.9602	0.124499	0.0120577	0	0.960597	0.000218081	3.51917	0.462677	4.94267
1.113	1.1884	1.94751	0.124513	0.0132322	0	0.9482	0.000262636	3.53077	0.464544	4.94377
1.114	1.19035	1.93662	0.124524	0.0106235	0	0.93762	0.000169288	3.54231	0.466407	4.94651
1.115	1.19228	1.92859	0.124534	0.00999987	0	0.929866	0.000149996	3.55383	0.468267	4.95211
1.116	1.1942	1.91311	0.124542	0.0086196	0	0.914997	0.000111446	3.56527	0.470116	4.9505
1.117	1.19611	1.90322	0.124554	0.0115225	0	0.905559	0.000199153	3.57668	0.471957	4.95439
1.118	1.198	1.88976	0.124565	0.0109482	0	0.892796	0.000179794	3.58802	0.473789	4.95478
1.119	1.19988	1.87383	0.124575	0.00924266	0	0.877806	0.00012814	3.59928	0.47561	4.95283
1.12	1.20175	1.86551	0.124582	0.00717607	0	0.870031	7.7244e-05	3.61051	0.477429	4.95805
1.121	1.20361	1.85219	0.124588	0.00567561	0	0.857654	4.83188e-05	3.62168	0.47924	4.95862
1.122	1.20546	1.84598	0.124594	0.00567717	0	0.851911	4.83454e-05	3.63283	0.481048	4.96584
1.123	1.20729	1.82969	0.124599	0.00469883	0	0.836941	3.31185e-05	3.6439	0.482845	4.96371
1.124	1.20912	1.81716	0.124604	0.00491099	0	0.825519	3.61768e-05	3.6549	0.484632	4.96509
1.125	1.21093	1.80543	0.12461	0.00638187	0	0.814896	6.10924e-05	3.66586	0.48641	4.96722
1.126	1.21273	1.79355	0.124619	0.00909211	0	0.804204	0.000124	3.67676	0.488176	4.96926
1.127	1.21452	1.78835	0.12463	0.0107263	0	0.799551	0.000172581	3.68764	0.489939	4.9773
1.128	1.21631	1.78244	0.124643	0.0121561	0	0.794276	0.000221657	3.6985	0.491698	4.9847
1.129	1.21808	1.77086	0.124653	0.0104637	0	0.783987	0.000164234	3.70931	0.49345	4.98691
1.13	1.21986	1.77115	0.124664	0.0108656	0	0.784247	0.000177093	3.72014	0.495205	4.99976
1.131	1.22163	1.7619	0.124678	0.0130537	0	0.776074	0.0002556	3.73092	0.496952	5.0042
1.132	1.22339	1.75522	0.124691	0.0135088	0	0.770202	0.000273731	3.74168	0.498695	5.01085
1.133	1.22514	1.74852	0.1247	0.00903543	0	0.764334	0.000122458	3.75242	0.500439	5.01731
1.134	1.22688	1.7363	0.124711	0.010085	0	0.753682	0.000152562	3.76309	0.502172	5.0191
1.135	1.22861	1.72541	0.124721	0.0103331	0	0.744263	0.00016016	3.77371	0.503898	5.02203
1.136	1.23033	1.71351	0.124729	0.00813027	0	0.734026	9.9152e-05	3.78428	0.505616	5.02402
1.137	1.23203	1.69528	0.124736	0.00663052	0	0.718493	6.59457e-05	3.79475	0.507321	5.02063
1.138	1.23372	1.68586	0.124745	0.00879685	0	0.710529	0.000116077	3.80517	0.509016	5.02483
1.139	1.2354	1.66982	0.124754	0.00838492	0	0.697071	0.00010546	3.81551	0.510699	5.02339
1.14	1.23706	1.65555	0.124763	0.00901737	0	0.685211	0.00012197	3.82578	0.51237	5.02348
1.141	1.23871	1.64287	0.124772	0.00904112	0	0.674752	0.000122613	3.83598	0.51403	5.02488
1.142	1.24034	1.63249	0.124782	0.00959901	0	0.666255	0.000138212	3.84613	0.515682	5.0282
1.143	1.24197	1.621	0.124789	0.00726127	0	0.656909	7.90891e-05	3.85622	0.517327	5.03053
1.144	1.24359	1.61095	0.124794	0.00474083	0	0.648788	3.37132e-05	3.86626	0.518967	5.03405
1.145	1.24519	1.60339	0.124801	0.00635134	0	0.642711	6.05092e-05	3.87627	0.520601	5.03964
1.146	1.24679	1.59247	0.124811	0.00963786	0	0.633989	0.000139333	3.88622	0.522222	5.04257
1.147	1.24838	1.58402	0.124818	0.00750452	0	0.627281	8.44768e-05	3.89614	0.52384	5.04734
1.148	1.24995	1.56858	0.124826	0.00718787	0	0.61511	7.74982e-05	3.90596	0.525444	5.0466
1.149	1.25152	1.55985	0.124832	0.00618082	0	0.608282	5.73038e-05	3.91575	0.527044	5.05114
1.15	1.25307	1.55016	0.124836	0.00352022	0	0.600748	1.85879e-05	3.92549	0.528638	5.0549
1.151	1.25462	1.54175	0.124841	0.00480653	0	0.594245	3.46541e-05	3.93519	0.530225	5.05969
1.152	1.25616	1.53053	0.124848	0.00725279	0	0.585633	7.89044e-05	3.94483	0.5318	5.06234
1.153	1.25768	1.51365	0.124855	0.00718183	0	0.572783	7.73679e-05	3.95438	0.53336	5.0606
1.154	1.25919	1.50496	0.124863	0.00765352	0	0.56623	8.78645e-05	3.96388	0.534913	5.06511
1.155	1.26068	1.49116	0.12487	0.00684833	0	0.555889	7.03494e-05	3.97331	0.536454	5.06572
1.156	1.26216	1.476	0.124876	0.00553007	0	0.544647	4.58725e-05	3.98265	0.537984	5.06532
1.157	1.26364	1.46539	0.124883	0.00652171	0	0.536844	6.3799e-05	3.99193	0.539503	5.06835
1.158	1.2651	1.4577	0.124889	0.0063671	0	0.53122	6.081e-05	4.00118	0.541017	5.07348
1.159	1.26655	1.44705	0.124897	0.00785774	0	0.523485	9.26162e-05	4.01038	0.542521	5.07647
1.16	1.26799	1.43278	0.124907	0.00919109	0	0.513215	0.000126714	4.01949	0.54401	5.07684
1.161	1.26942	1.42378	0.124914	0.00670269	0	0.506789	6.73891e-05	4.02855	0.545494	5.0809
1.162	1.27084	1.4142	0.124918	0.00407729	0	0.499988	2.49365e-05	4.03757	0.546974	5.08455
1.163	1.27225	1.40537	0.124924	0.00605562	0	0.493768	5.50058e-05	4.04654	0.548444	5.0888
1.164	1.27364	1.39177	0.124929	0.00496747	0	0.484256	3.70136e-05	4.05543	0.549902	5.08962
1.165	1.27503	1.38397	0.124935	0.00595238	0	0.478841	5.31463e-05	4.06428	0.551354	5.09453
1.166	1.27641	1.37167	0.124944	0.00858878	0	0.470371	0.000110651	4.07306	0.552792	5.09634
1.167	1.27778	1.36177	0.124956	0.012177	0	0.463608	0.00022242	4.08179	0.554217	5.09984
1.168	1.27913	1.34969	0.124968	0.0118607	0	0.455416	0.000211014	4.09046	0.555632	5.10171
1.169	1.28047	1.33237	0.124981	0.0119235	0	0.443806	0.000213254	4.09902	0.55703	5.10006
1.17	1.2818	1.31893	0.124993	0.0124223	0	0.434895	0.00023147	4.1075	0.558415	5.10104
1.171	1.2831	1.30302	0.125003	0.00946125	0	0.424463	0.000134273	4.11589	0.559789	5.10027
1.172	1.2844	1.29292	0.125011	0.00796806	0	0.41791	9.52349e-05	4.12422	0.561155	5.10338
1.173	1.28568	1.27605	0.12502	0.00940005	0	0.407074	0.000132542	4.13245	0.562503	5.10216
1.174	1.28695	1.26261	0.125027	0.0063415	0	0.398545	6.0322e-05	4.14061	0.563842	5.10306
1.175	1.28821	1.25334	0.125028	0.00131915	0	0.392713	2.61025e-06	4.14871	0.565178	5.10661
1.176	1.28945	1.23896	0.125027	-0.00132271	0	0.383753	2.62435e-06	4.15673	0.566503	5.10699
1.177	1.29069	1.23007	0.125025	-0.00300724	0	0.378265	1.35652e-05	4.1647	0.567821	5.1108
1.178	1.29192	1.22441	0.125017	-0.00811925	0	0.374793	9.88833e-05	4.17264	0.569141	5.11667
1.179	1.29314	1.21316	0.125006	-0.0103565	0	0.367938	0.000160885	4.18052	0.570453	5.11907
1.18	1.29435	1.20473	0.124997	-0.00952774	0	0.362841	0.000136167	4.18834	0.571756	5.12308
1.181	1.29554	1.19002	0.124991	-0.00638239	0	0.354036	6.11023e-05	4.19608	0.573042	5.12322
1.182	1.29672	1.17407	0.124988	-0.00286189	0	0.344611	1.22856e-05	4.20373	0.574308	5.12266
1.183	1.29789	1.16165	0.124985	-0.00364991	0	0.337356	1.99827e-05	4.2113	0.575563	5.12424
1.184	1.29904	1.14043	0.124981	-0.00393419	0	0.325144	2.32168e-05	4.21874	0.576797	5.1207
1.185	1.30017	1.12717	0.124978	-0.00332692	0	0.317631	1.66026e-05	4.2261	0.578018	5.12176
1.186	1.30129	1.11918	0.124975	-0.00313449	0	0.313138	1.47376e-05	4.23341	0.579231	5.1258
1.187	1.3024	1.1021	0.124971	-0.00399129	0	0.303654	2.38956e-05	4.24062	0.580428	5.12473
1.188	1.30351	1.10315	0.124965	-0.00617222	0	0.304233	5.71445e-05	4.24784	0.581629	5.13376
1.189	1.3046	1.08974	0.124958	-0.0076074	0	0.296882	8.68088e-05	4.25498	0.582819	5.13477
1.19	1.30569	1.08138	0.12495	-0.00806729	0	0.292344	9.76217e-05	4.26208	0.584001	5.13852
1.191	1.30676	1.06778	0.124944	-0.00594576	0	0.285037	5.30281e-05	4.26909	0.585168	5.13934
1.192	1.30782	1.05376	0.124939	-0.00534296	0	0.277605	4.28209e-05	4.27601	0.58632	5.13998
1.193	1.30887	1.03928	0.124933	-0.00616565	0	0.270025	5.70228e-05	4.28284	0.587459	5.14038
1.194	1.30989	1.01601	0.124928	-0.00525566	0	0.258069	4.14329e-05	4.28953	0.588572	5.13621
1.195	1.3109	1.0032	0.124925	-0.00299791	0	0.251604	1.34812e-05	4.29614	0.58967	5.13743
1.196	1.31189	0.989338	0.124921	-0.00434277	0	0.244698	2.82895e-05	4.30266	0.590755	5.13814
1.197	1.31289	0.990601	0.124916	-0.00456605	0	0.245323	3.12732e-05	4.3092	0.591843	5.1464
1.198	1.31387	0.97614	0.124911	-0.00581989	0	0.238212	5.08067e-05	4.31564	0.592918	5.14683
1.199	1.31484	0.963281	0.124902	-0.00860079	0	0.231978	0.00011096	4.32201	0.593982	5.14808
1.2	1.3158	0.954244	0.124894	-0.00887992	0	0.227646	0.00011828	4.32832	0.595038	5.15113
1.201	1.31676	0.949868	0.124886	-0.00811945	0	0.225562	9.88881e-05	4.33461	0.59609	5.15636
1.202	1.3177	0.941982	0.124877	-0.0088473	0	0.221833	0.000117412	4.34085	0.597134	5.15994
1.203	1.31864	0.930771	0.124867	-0.010097	0	0.216583	0.000152925	4.34702	0.598168	5.16193
1.204	1.31957	0.921132	0.124856	-0.0117004	0	0.212121	0.000205351	4.35313	0.599195	5.16466
1.205	1.32048	0.907997	0.124844	-0.0121587	0	0.206115	0.000221753	4.35916	0.600209	5.16571
1.206	1.32139	0.906616	0.124836	-0.00772688	0	0.205488	8.95571e-05	4.36519	0.601217	5.17198
1.207	1.32229	0.895416	0.124826	-0.0102467	0	0.200442	0.000157492	4.37114	0.602216	5.17396
1.208	1.32318	0.884358	0.124815	-0.0110753	0	0.195522	0.000183992	4.37703	0.603205	5.17594
1.209	1.32406	0.877184	0.124803	-0.0126943	0	0.192363	0.000241719	4.38287	0.604189	5.17966
1.21	1.32494	0.87053	0.124789	-0.013328	0	0.189455	0.000266452	4.38867	0.605167	5.18356
1.211	1.32581	0.862914	0.124777	-0.0122174	0	0.186155	0.000223899	4.39443	0.606136	5.18694
1.212	1.32666	0.845771	0.124762	-0.015118	0	0.178832	0.000342831	4.40007	0.60709	5.18634
1.213	1.3275	0.835933	0.124747	-0.0157398	0	0.174696	0.000371614	4.40565	0.608034	5.18876
1.214	1.32833	0.824143	0.124729	-0.0180173	0	0.169803	0.000486935	4.41116	0.608969	5.19042
1.215	1.32915	0.816945	0.124708	-0.0214836	0	0.16685	0.00069232	4.41663	0.609901	5.19407
1.216	1.32996	0.804463	0.124687	-0.0210272	0	0.16179	0.000663217	4.42201	0.610819	5.19528
1.217	1.33075	0.783564	0.124666	-0.0210841	0	0.153493	0.000666809	4.42726	0.611715	5.19314
1.218	1.33153	0.774734	0.124647	-0.018734	0	0.150053	0.000526446	4.43245	0.612598	5.19563
1.219	1.3323	0.758633	0.124627	-0.0202495	0	0.143881	0.000615065	4.43754	0.613467	5.19551
1.22	1.33306	0.752896	0.124607	-0.0204739	0	0.141713	0.000628768	4.4426	0.61433	5.19927
1.221	1.33381	0.744026	0.124588	-0.0194766	0	0.138394	0.000569006	4.44759	0.615182	5.20174
1.222	1.33455	0.736334	0.12457	-0.0182163	0	0.135547	0.000497749	4.45254	0.616025	5.20461
1.223	1.33527	0.72066	0.124549	-0.0208929	0	0.129838	0.000654768	4.45739	0.616855	5.20474
1.224	1.33599	0.709102	0.124528	-0.021719	0	0.125706	0.000707574	4.46216	0.617673	5.20625
1.225	1.33669	0.693054	0.124506	-0.0218723	0	0.120081	0.000717595	4.46683	0.618474	5.2061
1.226	1.33737	0.681571	0.124486	-0.0196801	0	0.116135	0.000580962	4.47143	0.61926	5.2074
1.227	1.33805	0.673683	0.124465	-0.0210945	0	0.113462	0.000667467	4.47597	0.620039	5.21014
1.228	1.33872	0.660296	0.124444	-0.0215585	0	0.108998	0.000697156	4.48042	0.620805	5.21092
1.229	1.33938	0.652584	0.124423	-0.0208523	0	0.106467	0.000652231	4.48483	0.621561	5.21351
1.23	1.34003	0.646003	0.124403	-0.0205906	0	0.10433	0.000635957	4.4892	0.622311	5.21647
1.231	1.34067	0.630228	0.124382	-0.0207941	0	0.0992969	0.000648595	4.49346	0.623044	5.21645
1.232	1.34129	0.618159	0.124363	-0.0191276	0	0.09553	0.000548795	4.49764	0.623761	5.21748
1.233	1.34191	0.616036	0.124344	-0.0193188	0	0.0948752	0.000559823	4.50181	0.624477	5.22172
1.234	1.34252	0.600771	0.124324	-0.0206977	0	0.0902313	0.000642591	4.50588	0.625178	5.22193
1.235	1.3431	0.580044	0.124303	-0.0207137	0	0.0841127	0.000643588	4.50981	0.625856	5.22042
